track_name,artist,album,release_date,duration,popularity,explicit,track_number,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri
Masculine (feat. Burna Boy),J Hus,Beautiful And Brutal Yard,2023-07-14,204880,59,True,7,0.675,0.66,7,-5.977,1,0.291,0.179,2.01e-05,0.127,0.713,66.98,spotify:track:4M6yrN4rJUrwNgHzGKfrN1
I Just Want to Dance,SAULT,Untitled (Rise),2020-09-18,261146,33,False,4,0.693,0.786,1,-6.893,1,0.052,0.00182,0.178,0.055,0.584,125.034,spotify:track:0kA0GzXlFvpOh0JEI3B5cp
Traverse,Batu,Traverse,2023-04-26,327946,15,False,1,0.676,0.632,0,-11.958,1,0.0544,0.0273,0.926,0.169,0.314,128.015,spotify:track:5zHGqhBj1ERLcGY2EI0oC5
Fairy Liquor,Yushh,To Illustrate,2022-11-25,279500,18,False,10,0.669,0.623,11,-8.297,0,0.088,0.0251,0.798,0.0848,0.0423,195.979,spotify:track:75RHiIbIDGjPw8r8kLA0hz
Sugarushhh,Overmono,Good Lies,2023-05-12,217795,35,False,8,0.451,0.575,8,-9.606,0,0.0736,0.906,0.0247,0.112,0.145,120.063,spotify:track:3ht92wYGAbPzyjr6p91JVG
kissing (ft. slowthai),Mount Kimbie,MK 3.5: Die Cuts | City Planning,2022-11-04,180946,29,False,7,0.532,0.577,4,-10.408,0,0.46,0.82,9.04e-06,0.105,0.278,72.319,spotify:track:2ayb6f8UaziIwXqrdLwDE8
Kalifornia,Jazzbois,Higher Dimension Waiting Room,2023-07-21,213730,32,False,1,0.676,0.643,10,-6.528,0,0.042,0.4,0.853,0.125,0.629,83.841,spotify:track:7KC18XfXUAbDv5Ycn99ZjX
When It Hits,Jazzbois,Higher Dimension Waiting Room,2023-07-21,115000,24,False,4,0.496,0.384,3,-9.447,0,0.0428,0.46,0.834,0.529,0.392,154.563,spotify:track:65MNxQ5Yv67EkKcnpKO4ns
Part II,I Am An Instrument,"IAAI, Vol. 1",2019-07-12,80218,53,False,2,0.774,0.26,4,-18.52,0,0.0459,0.0436,0.816,0.143,0.649,131.813,spotify:track:7o74qoJGmYG5ZnUsZplgp0
Algoriddim (Interlude),Okvsho,Kamala's Danz,2020-09-25,64879,38,False,7,0.809,0.561,7,-15.348,1,0.0668,0.332,0.816,0.0718,0.744,112.952,spotify:track:73tezx29ZjPTgNQTkWONTw
The Cosmic Silence,Monolord,Vænir,2015-04-28,140929,30,False,5,0.412,0.148,4,-20.188,0,0.0303,0.195,0.928,0.111,0.157,100.282,spotify:track:18MAx6lSM6OjFEAvzXHlIo
Militerian (feat. Naira Marley),J Hus,Beautiful And Brutal Yard,2023-07-14,193600,59,True,4,0.944,0.565,11,-5.35,0,0.263,0.199,0.0108,0.0844,0.619,110.085,spotify:track:0oBDJWGnTJs9C0Ax90tMj0
Pocky Boy,yeule,Serotonin II,2019-10-25,241388,47,False,7,0.435,0.669,1,-10.202,0,0.123,0.737,0.00152,0.106,0.0734,130.009,spotify:track:6Ts2TyVBF6Osom4IV88JNr
STFU3,KAYTRAMINÉ,KAYTRAMINÉ,2023-05-19,140840,42,True,8,0.742,0.736,1,-4.692,0,0.373,0.111,0.0,0.272,0.554,92.964,spotify:track:4yhDEazA79jDuJkRp1oVlS
skin in the game,Slowdive,skin in the game,2023-07-18,232537,0,False,1,0.529,0.654,6,-7.352,1,0.0257,0.531,0.845,0.0912,0.377,98.263,spotify:track:3X0KbbFJSUK1hzXggbtreP
One-Woman Boy Band,Pearly Drops,A Little Disaster,2023-04-14,206000,33,False,7,0.509,0.73,2,-6.693,1,0.0313,0.11,0.805,0.183,0.169,90.016,spotify:track:44W6p6gxSfjZMatthcQCxm
Fall Again,Duval Timothy,Help,2020-08-07,250327,43,False,4,0.327,0.283,9,-13.42,0,0.0366,0.712,0.486,0.0984,0.253,79.066,spotify:track:3DU0kVyL8d8DgINz9qBxPQ
Just Like U Said It Would B,Sinéad O'Connor,Lion and the Cobra,1987-11-04,271093,47,False,4,0.576,0.256,9,-11.785,0,0.0287,0.164,0.0,0.043,0.249,82.902,spotify:track:3SJZbGDZG20DPXmg3jKYj9
Well I Bet Ya,KAYTRANADA,Gangster Music Vol. 1,2019-03-08,111300,41,False,13,0.703,0.638,8,-6.397,0,0.144,0.0052,0.303,0.266,0.777,81.981,spotify:track:3M6rr2waF1vpk9LA6z9rXo
Slayer Cake Bounce,Caleb Stone,Gangster Music Vol. 1,2019-03-08,144588,4,False,4,0.767,0.323,0,-7.493,1,0.0363,0.368,0.0132,0.185,0.366,84.984,spotify:track:5uTwTZljmD6Q2GnW5baPpl
Limbo,Jessy Lanza,Love Hallucination,2023-07-28,203426,21,False,3,0.888,0.455,9,-6.641,0,0.0427,0.0125,0.0121,0.0857,0.651,122.01,spotify:track:7gb6gwEvXSVIPo4NEgbvJs
Yinne Te Yelle Be,Alogte Oho & His Sounds of Joy,O Yinne!,2023-06-02,283967,18,False,5,0.808,0.646,8,-6.263,0,0.123,0.65,8.66e-06,0.425,0.838,149.256,spotify:track:0WHuBjM3JXUG8JzUglV5zU
Yinne Te Yelle Be,Alogte Oho & His Sounds of Joy,O Yinne!,2023-06-02,283967,18,False,5,0.808,0.646,8,-6.263,0,0.123,0.65,8.66e-06,0.425,0.838,149.256,spotify:track:0WHuBjM3JXUG8JzUglV5zU
Yinne Te Yelle Be,Alogte Oho & His Sounds of Joy,O Yinne!,2023-06-02,283967,18,False,5,0.808,0.646,8,-6.263,0,0.123,0.65,8.66e-06,0.425,0.838,149.256,spotify:track:0WHuBjM3JXUG8JzUglV5zU
Yinne Te Yelle Be,Alogte Oho & His Sounds of Joy,O Yinne!,2023-06-02,283967,18,False,5,0.808,0.646,8,-6.263,0,0.123,0.65,8.66e-06,0.425,0.838,149.256,spotify:track:0WHuBjM3JXUG8JzUglV5zU
Congoman,The Congos,Heart Of The Congos,1977,335426,32,False,2,0.646,0.597,10,-15.045,0,0.0414,0.282,0.758,0.0766,0.83,100.382,spotify:track:4gSdykl1fhmubnfWfsJcOD
Dedicada a ela,Arthur Verocai,Arthur Verocai,1972,213426,53,False,5,0.317,0.318,4,-14.946,0,0.0279,0.458,0.465,0.073,0.503,60.247,spotify:track:0eVnhQNFTRZXOIhHZNLX85
Velho parente,Arthur Verocai,Arthur Verocai,1972,138640,41,False,8,0.583,0.344,4,-12.868,0,0.0312,0.754,0.0194,0.0783,0.33,102.146,spotify:track:1jhluel6ujMGZirTF9aBWN
Karina (Domingo no Grajaú),Arthur Verocai,Arthur Verocai,1972,315066,38,False,10,0.334,0.612,9,-11.823,0,0.0502,0.0839,0.000363,0.482,0.562,87.954,spotify:track:57oZ05Syg4Si8UDHHQ35pq
The Gum,Gilla Band,Most Normal,2022-10-07,168208,22,False,1,0.514,0.922,11,-9.304,0,0.399,0.000407,4.47e-05,0.259,0.0347,120.161,spotify:track:1o4ZNDCmP8ap1RTqZTv1F0
Backwash,Gilla Band,Most Normal,2022-10-07,201184,31,True,3,0.63,0.682,2,-7.837,1,0.0678,0.0124,0.000946,0.691,0.616,87.007,spotify:track:6WOEiDqorXWXaLxxqLnclO
Bin Liner Fashion,Gilla Band,Most Normal,2022-10-07,138024,26,False,5,0.459,0.994,1,-8.772,1,0.312,0.138,0.0,0.867,0.0397,84.989,spotify:track:0zirfRwshQeOIFbgX2s5UJ
The Weirds,Gilla Band,Most Normal,2022-10-07,404245,19,True,7,0.189,0.781,7,-9.466,1,0.176,0.000437,0.00103,0.0488,0.0324,88.408,spotify:track:3JrIOh1GwIIfuVrZwc6zwM
I Was Away,Gilla Band,Most Normal,2022-10-07,278016,18,True,8,0.385,0.931,5,-9.611,0,0.103,0.029,0.0,0.127,0.669,72.418,spotify:track:0rgU2BbB03BMFS1iwXbugN
Almost Soon,Gilla Band,Most Normal,2022-10-07,202655,17,True,9,0.502,0.945,6,-8.818,0,0.151,0.000332,0.106,0.877,0.294,127.075,spotify:track:7MqKkS8p1beDCXeCHMvSBu
Pratfall,Gilla Band,Most Normal,2022-10-07,154582,14,False,11,0.143,0.552,11,-11.874,1,0.0707,0.485,0.987,0.579,0.308,67.807,spotify:track:5UnW9UiRjMqGIB6qaSzTVH
Post Ryan,Gilla Band,Most Normal,2022-10-07,265616,24,True,12,0.606,0.64,1,-10.441,1,0.0417,0.00158,0.00114,0.243,0.0744,145.95,spotify:track:4gkAxn9ac6MILOmCg3BLAT
Hypnagogia,Nulu,Hypnagogia,2023-05-12,286695,18,False,1,0.319,0.106,8,-18.862,1,0.0382,0.96,0.57,0.11,0.0918,100.457,spotify:track:2DZ76MACGcr5KqQVtUdbTA
Ascent,Mansur Brown,Desta - The Memories Between,2023-05-10,420453,12,False,8,0.35,0.594,6,-9.558,1,0.064,0.00196,0.806,0.262,0.373,157.337,spotify:track:5YFsb7MGz2iKy66ng6n7ln
Wonder,Mansur Brown,Desta - The Memories Between,2023-05-10,429665,12,False,12,0.547,0.663,2,-9.758,0,0.0312,0.0167,0.789,0.108,0.316,163.936,spotify:track:5nwwFlfByk1nWJ0KBG5IFb
Mysteries of the World,MFSB,Mysteries of the World,1980-12-01,330080,33,False,2,0.752,0.39,9,-11.045,1,0.0549,0.00239,0.49,0.0365,0.413,119.949,spotify:track:5WYzouzEJIKk0QJjNsiVue
Different,JayG,Different,2023-05-11,153725,47,True,1,0.764,0.685,1,-10.464,1,0.413,0.208,0.00013,0.0989,0.433,153.088,spotify:track:0a4s5QRpKF0sDDM2reNq60
Lockdown Drive,Jazzbois,Jazzbois Goes Blunt II,2021-09-17,320279,35,False,4,0.415,0.637,9,-7.948,0,0.114,0.708,0.828,0.121,0.548,87.605,spotify:track:1OMr7DcjwxiqbyMclrScD1
Good Lies,Overmono,Good Lies,2023-05-12,160127,61,False,3,0.688,0.809,10,-4.781,0,0.0474,0.0694,0.88,0.602,0.615,126.019,spotify:track:1ZnghCVtXCrtmKJH32z4UK
Walk Thru Water,Overmono,Good Lies,2023-05-12,194185,42,False,5,0.645,0.544,6,-7.185,0,0.0346,0.0746,0.621,0.107,0.131,133.986,spotify:track:0CMKTLnZYIt1qghPGiEumJ
Cold Blooded,Overmono,Good Lies,2023-05-12,217369,44,False,6,0.445,0.496,2,-6.601,0,0.0643,0.22,0.255,0.121,0.126,139.684,spotify:track:6ULPq2iNWiykHX1acI2SGn
The Offering,Darkhouse Family,The Offering,2017-11-24,173479,27,False,1,0.72,0.42,1,-9.772,0,0.166,0.617,0.0632,0.108,0.347,90.955,spotify:track:4KEtMkh8YTPVPODhQcW2Yb
"Weed on the Tree, Forty on the Floor",Tommy Guerrero & Gadget,24 Inch,1999-11-20,223226,2,False,1,0.726,0.886,4,-6.007,0,0.0282,0.00666,0.196,0.0838,0.522,94.566,spotify:track:1o6xWB66gZ0j0kdN2K88U2
In Da Club Before Eleven O' Clock,DJ Rashad,Juke Trax Online Vol. 13,2007-02-08,338000,35,True,1,0.804,0.741,5,-6.818,0,0.2,0.249,0.0019,0.116,0.484,159.844,spotify:track:2JsQdDbuwFYNwykifahaYL
I Against I,Massive Attack,Special Cases,2003-02-24,341000,47,False,3,0.677,0.524,6,-10.873,0,0.0462,0.00573,0.086,0.102,0.265,100.007,spotify:track:07L2b1rNFcywc0coZYUzeV
The Basement,Kembe X,The Basement,2023-05-12,202981,47,True,1,0.622,0.492,6,-12.652,0,0.565,0.555,0.000164,0.112,0.827,136.98,spotify:track:5AiS9AoF7ONfTcNdXjWPNi
Sounds of the City,NIJI,Sounds of the City,2023-05-12,294348,7,False,1,0.517,0.872,5,-6.117,0,0.0466,0.213,0.654,0.0741,0.525,140.937,spotify:track:3MjMk9neOHvxLAHvz70YAp
You're Alive - There's Still Time,K15,Be Glad You Create Anything,2018-06-04,170243,26,False,3,0.383,0.289,4,-12.958,0,0.0655,0.328,0.276,0.0857,0.273,79.354,spotify:track:5tTNVeD23EEmFDdqFGDCwq
Good Thing,James Mason,Rhythm Of Life,1977,193233,17,False,2,0.583,0.735,7,-7.704,1,0.0308,0.548,0.0,0.122,0.644,90.417,spotify:track:413NMDEiyDtwdzYkXQEE6P
Rhythm of Life,James Mason,Rhythm Of Life,1977,372516,14,False,7,0.453,0.872,11,-8.696,0,0.0752,0.364,0.000116,0.151,0.406,147.035,spotify:track:4ZyDwYLH0XAH4pipRjxHsa
Daydreaming,NxWorries,Daydreaming,2023-05-18,186967,51,False,1,0.697,0.585,1,-9.597,1,0.0361,0.274,0.145,0.0779,0.504,74.014,spotify:track:6qqq5zPYV7U4UsKnGC82tw
Dream Machine,Dominik Eulberg,Dream Machine,2017-06-16,507417,43,False,1,0.747,0.668,7,-8.844,0,0.0505,0.314,0.934,0.0522,0.679,123.006,spotify:track:5ekNKqNTF8reaoGIzT2J5j
Real Back In Style,Potter Payper,Real Back In Style,2023-05-12,225605,44,True,1,0.494,0.652,10,-7.734,0,0.499,0.175,0.0,0.152,0.59,86.28,spotify:track:61994VOwX5tuXX6MMV5bsp
For Granted,Yaeji,With A Hammer,2023-04-07,161946,46,False,2,0.722,0.613,0,-8.394,1,0.0411,0.119,0.083,0.112,0.398,92.495,spotify:track:6YmhApkbGfwiXlQ5tdyJbL
Steppa Pig,JPEGMAFIA,SCARING THE HOES,2023-03-24,207878,53,True,2,0.693,0.953,5,-0.416,0,0.302,0.234,0.0,0.129,0.774,74.439,spotify:track:0LLKhrm54tp36K2MbgBfAA
A Lemine Me,Alogte Oho & His Sounds of Joy,O Yinne!,2023-06-02,266930,20,False,6,0.514,0.648,9,-6.402,0,0.0484,0.0505,2.06e-05,0.559,0.662,188.846,spotify:track:7seaboXgiftlcXgd8yzLrR
MY EYES,Travis Scott,UTOPIA,2023-07-28,251249,86,True,4,0.455,0.621,0,-7.694,0,0.0517,0.651,2.59e-06,0.123,0.28,119.043,spotify:track:4kjI1gwQZRKNDkw1nI475M
I KNOW ?,Travis Scott,UTOPIA,2023-07-28,211582,87,True,10,0.927,0.619,5,-4.441,0,0.0539,0.0186,0.0,0.104,0.817,117.995,spotify:track:6wsqVwoiVH2kde4k4KKAFU
Wat's Wrong (feat. Zacari & Kendrick Lamar),Isaiah Rashad,The Sun's Tirade,2016-09-02,330783,70,True,5,0.706,0.688,1,-6.357,1,0.269,0.151,0.0,0.466,0.313,125.966,spotify:track:2RPbEp0DyBVlkRvvYKopO7
Let's Get the Dub,Stefan Ringer,Expressions,2020-08-07,286451,17,False,2,0.872,0.531,4,-12.448,0,0.156,0.0131,0.219,0.0663,0.717,124.02,spotify:track:1fIWsO3PaqNpuTqOfsQP0t
Alien Love Call,Turnstile,New Heart Designs,2023-08-11,222741,60,False,2,0.606,0.583,4,-8.389,1,0.0284,0.00633,0.404,0.193,0.807,125.974,spotify:track:5D7AFGloFpXtdT2PiKTEC3
The Spoon,Oscar Jerome,The Spoon,2022-09-23,426240,37,False,4,0.732,0.386,4,-11.562,0,0.0524,0.726,0.372,0.135,0.139,93.933,spotify:track:0uv10KTgGsYAnC9m5io5D9
Moonchild,Captain Sky,Pop Goes the Captain,2020-11-02,401865,21,False,1,0.653,0.826,5,-8.394,0,0.0877,0.0456,0.0734,0.0638,0.741,123.25,spotify:track:6wFVAPKbmNFnbC0M9bC7iv
THOT'S PRAYER!,JPEGMAFIA,LP!,2021-10-22,187758,39,True,6,0.697,0.65,0,-7.27,1,0.0996,0.456,0.0,0.354,0.433,123.92,spotify:track:0O0q3mDpIZH1BJXBEH5ad8
ARE U HAPPY?,JPEGMAFIA,LP!,2021-10-22,185650,40,True,7,0.76,0.816,2,-3.851,0,0.357,0.182,0.0,0.214,0.735,135.875,spotify:track:5zChKVq8kdnWWPbVWezFW8
BALD!,JPEGMAFIA,LP!,2021-10-22,152588,42,True,17,0.47,0.926,10,-2.41,1,0.289,0.0932,0.0,0.259,0.593,154.735,spotify:track:0sBY9cwM2ubXSiEu5mQGQn
No Blood No Sweat,Mach-Hommy,Pray For Haiti,2021-05-21,114329,56,True,2,0.359,0.58,11,-11.424,1,0.263,0.336,0.558,0.106,0.505,82.164,spotify:track:4DCZxox8ZvICoaG02cxHnj
What Not To Do - Moodymann Remix,Róisín Murphy,What Not To Do (Moodymann Remix),2023-08-09,316000,14,False,1,0.635,0.45,11,-11.167,0,0.0909,0.354,0.0092,0.204,0.517,176.016,spotify:track:4M6ywvPu0K14mUPJ6qnTjK
CooCool,Róisín Murphy,What Not To Do (Moodymann Remix),2023-08-09,271112,1,False,2,0.759,0.67,6,-7.163,0,0.049,0.136,0.000651,0.191,0.574,118.0,spotify:track:6gIiolJ6VM6rBLGwnahPaX
Robot's Return (Modern Sleepover Part 2) [Moodymann Edit] - Mixed,Talc,DJ-Kicks (Moodymann) [DJ Mix],2016-02-19,182213,22,False,5,0.758,0.439,5,-12.188,1,0.0635,0.142,2.38e-05,0.108,0.458,91.175,spotify:track:3rR7YyBYHbbMyRqNaFUh52
É Preciso Perdoar,alici,É Preciso Perdoar,2023-08-11,144565,17,False,1,0.794,0.444,4,-15.661,0,0.0626,0.761,0.572,0.0959,0.825,87.996,spotify:track:2auPAZxhEZ9b1cNwPCUG9M
89 Earthquake,Larry June,The Great Escape,2023-03-31,192306,54,True,2,0.621,0.627,7,-7.762,0,0.136,0.209,0.000131,0.667,0.283,71.053,spotify:track:0GSbjG7c0gm7qX0Ru7vuon
Solid Plan,Larry June,The Great Escape,2023-03-31,175786,49,True,3,0.46,0.636,4,-8.189,0,0.165,0.242,0.0,0.768,0.73,137.992,spotify:track:63FZ0ETLkQ8wrsuUAvoIkr
mercurymorris,Blvck Svm,mangalica mink,2022-12-02,155103,0,True,6,0.942,0.617,10,-12.716,1,0.277,0.507,0.0212,0.101,0.792,136.013,spotify:track:70dQZvj7kcl7x5ap6rRIYF
Ultramarine,Wesley Joseph,ULTRAMARINE,2021-06-18,255139,37,False,2,0.731,0.69,11,-9.41,0,0.159,0.373,0.0243,0.105,0.616,95.019,spotify:track:6tOfb9TXSU11AoYkvgonKY
Outro,Coco & Clair Clair,Posh,2017-05-01,69836,49,True,7,0.763,0.54,8,-11.404,1,0.0806,0.0359,0.0149,0.26,0.645,125.112,spotify:track:2z7DeLqTHzcNFpUO4TKZuW
Come Over (Remix),Jorja Smith,Come Over (Remix),2021-02-25,145652,63,False,1,0.638,0.676,10,-5.944,0,0.22,0.402,1.07e-06,0.171,0.688,88.903,spotify:track:5RBc2SUllAJG4gUZdXTBIj
You've Got The Love - Jamie xx Rework,Florence + The Machine,You've Got The Love (Jamie xx Rework),2009-09-28,342990,59,False,1,0.702,0.502,0,-7.439,1,0.098,0.11,0.459,0.0846,0.383,129.991,spotify:track:59Y2GLn55BVjX3UTMUDtTP
The Power of Your Love,Spirit of Love,The Power of Your Love,2016,253181,15,False,1,0.458,0.923,11,-5.47,0,0.21,0.0139,0.000375,0.183,0.288,121.365,spotify:track:6Dhhx6POulpaNlKJKKvLSx
(I Can) Deal with That,Dee Edwards,"Searching for Soul: Soul, Funk & Jazz Rarities from Michigan 1968-1980",2005-10-05,219253,36,False,10,0.592,0.616,1,-8.833,1,0.135,0.751,1.38e-05,0.0672,0.923,90.655,spotify:track:0kxxQti2iGnaEDLSJNkfNe
Too Soon You're Old,Penny Goodwin,Too Soon You're Old,2016-11-25,287002,35,False,1,0.464,0.665,9,-11.015,0,0.0419,0.574,0.00624,0.55,0.938,143.679,spotify:track:5DT1dW3RlOhAgdJFCAFjqS
Spirit 2.0,Sampha,Spirit 2.0,2023-06-28,289962,43,False,1,0.741,0.491,5,-11.416,1,0.0512,0.606,0.283,0.141,0.503,150.553,spotify:track:3JKRuo3KhL39T6XWAXPohj
Arrabi al Arabe,Mariem Hassan,El Aaiun Egdat,2012-03-20,266123,43,False,2,0.56,0.501,9,-5.442,0,0.0314,0.725,0.000136,0.107,0.22,90.301,spotify:track:4anx9dy5q5vU1B0kwNRmrR
Hercules Theme,Hercules & Love Affair,Hercules & Love Affair,2008-03-10,268835,32,False,2,0.735,0.644,7,-6.182,0,0.0291,0.0215,0.781,0.329,0.862,105.988,spotify:track:5Y6j5OOV7RxICBWhPvc5Ju
Bad Bad News,Leon Bridges,Bet Ain't Worth the Hand / Bad Bad News,2018-03-13,207306,0,False,2,0.781,0.629,5,-6.152,0,0.0647,0.229,0.000536,0.0881,0.693,111.975,spotify:track:5CDrDzan4wRW3Dj4LD6meH
Acid,Ray Barretto,Acid,1968-12-31,307173,21,False,3,0.555,0.659,0,-8.529,1,0.0575,0.0374,0.851,0.0788,0.937,159.063,spotify:track:4J4S8Fm2BJt59zPWygsbpr
Acid,Ray Barretto,Acid,1968-12-31,307173,21,False,3,0.555,0.659,0,-8.529,1,0.0575,0.0374,0.851,0.0788,0.937,159.063,spotify:track:4J4S8Fm2BJt59zPWygsbpr
Acid,Ray Barretto,Acid,1968-12-31,307173,21,False,3,0.555,0.659,0,-8.529,1,0.0575,0.0374,0.851,0.0788,0.937,159.063,spotify:track:4J4S8Fm2BJt59zPWygsbpr
Acid,Ray Barretto,Acid,1968-12-31,307173,21,False,3,0.555,0.659,0,-8.529,1,0.0575,0.0374,0.851,0.0788,0.937,159.063,spotify:track:4J4S8Fm2BJt59zPWygsbpr
El Nuevo Barretto,Ray Barretto,Acid,1968-12-31,352826,9,False,1,0.696,0.606,0,-7.46,1,0.0313,0.361,4.76e-05,0.181,0.96,135.762,spotify:track:51hspnskOaqA8i6lr8brg8
Dissan Na M'bera,Super Mama Djombo,"Emociones, Vol. 1",2012-03-16,311000,36,False,10,0.62,0.819,10,-6.366,0,0.0404,0.305,0.314,0.238,0.97,109.444,spotify:track:3PfqCDBnk0uqgMnX0FubQB
Angola,Cesária Evora,Miss Perfumado,1992-10-21,270266,48,False,6,0.77,0.47,8,-12.034,1,0.0479,0.687,1.02e-05,0.0533,0.867,105.794,spotify:track:52vMWINBrhwuTaTg1tTVLa
Espíritu Libre,Ray Barretto,Acid,1968-12-31,510093,3,False,8,0.436,0.72,5,-10.742,0,0.0559,0.133,0.0176,0.125,0.682,98.147,spotify:track:0gRBPGDs9v5ZwWijmnPfOD
Mas Que Nada,Patato,Patato & Totico,1968-01-01,155213,23,False,1,0.523,0.54,4,-15.187,0,0.089,0.807,1.81e-06,0.655,0.735,112.052,spotify:track:4AYIgc2JhhX9nwwa6tHvul
Guajira Sicodélica,Los Destellos,Sicodélicos,2016-08-01,212466,54,False,1,0.743,0.854,11,-5.725,0,0.0373,0.0158,0.825,0.344,0.756,137.157,spotify:track:0oucyVmfZtpU608vpYA1rs
El Watusi,Ray Barretto,Charanga Moderna,1962-12-31,160115,50,False,6,0.543,0.5,2,-10.092,1,0.163,0.815,8.55e-05,0.0977,0.618,87.252,spotify:track:5jK21S6FXKQqjlK4vTBiMd
Sittin' On Top Of The World (feat. 21 Savage),Burna Boy,I Told Them...,2023-08-24,188290,56,True,4,0.797,0.848,1,-4.484,1,0.0818,0.0326,0.000218,0.108,0.769,98.005,spotify:track:0TIYRdf5622SXVPEDvawPy
Talibans II - Bonus Track,Burna Boy,I Told Them...,2023-08-24,176453,62,True,15,0.914,0.505,9,-6.77,0,0.31,0.227,2.73e-06,0.132,0.54,102.937,spotify:track:1WsIk6g7dD8LZouywnzGUb
Back to Beginnings,Greg Spero,Back to Beginnings,2023-08-25,186589,19,False,1,0.335,0.248,10,-15.698,0,0.0363,0.82,0.261,0.133,0.0493,72.411,spotify:track:3fwY3YbGDOOr7XUh5nFwtp
Blood Cells,Greg Spero,Blood Cells,2023-09-01,109550,29,False,1,0.285,0.183,0,-17.116,1,0.0391,0.981,0.886,0.14,0.0436,166.408,spotify:track:7pWRHPDVj7p2Sxx8QNwvK9
Woodward Avenue,Yusef Lateef,Yusef Lateef's Detroit Latitude 42º 30º Longitude 83º,1969,134226,40,False,7,0.59,0.481,4,-15.809,0,0.0727,0.8,0.873,0.169,0.644,122.851,spotify:track:6VZeIcQv7MqyOL4svAk5DY
Livingston Playground,Yusef Lateef,Yusef Lateef's Detroit Latitude 42º 30º Longitude 83º,1969,223280,21,False,2,0.484,0.442,1,-12.626,0,0.0382,0.629,0.903,0.0992,0.78,141.706,spotify:track:3PXQXxwhXjAUILnrjrlEXY
Eastern Market,Yusef Lateef,Yusef Lateef's Detroit Latitude 42º 30º Longitude 83º,1969,259399,24,False,3,0.552,0.716,5,-11.038,0,0.0631,0.485,0.00062,0.309,0.773,113.916,spotify:track:1K2GCXMxKZeBzqXR8zYQem
Russell and Eliot,Yusef Lateef,Yusef Lateef's Detroit Latitude 42º 30º Longitude 83º,1969,293146,23,False,5,0.559,0.41,9,-13.831,0,0.0495,0.224,0.78,0.0608,0.618,140.173,spotify:track:4UQSW8KVwb7EH7mwwy26BD
That Lucky Old Sun,Yusef Lateef,Yusef Lateef's Detroit Latitude 42º 30º Longitude 83º,1969,448493,17,False,8,0.451,0.0844,3,-16.47,1,0.0375,0.837,0.728,0.307,0.485,132.133,spotify:track:4UffSiE9pycq3SMbJqmTyP
Hard Hands,Ray Barretto,Hard Hands,1968-12-31,149880,11,False,1,0.59,0.535,11,-8.027,0,0.118,0.662,0.00042,0.0701,0.775,146.409,spotify:track:5dTrh278VSzCNgmpGGy6pM
Abidján,Ray Barretto,Hard Hands,1968-12-31,291866,15,False,2,0.633,0.689,5,-10.41,1,0.355,0.524,0.306,0.097,0.866,118.743,spotify:track:4VUrKFiXLzQPzZlN3rQXrf
Love Beads,Ray Barretto,Hard Hands,1968-12-31,165813,16,False,3,0.646,0.568,5,-10.003,1,0.0314,0.221,0.862,0.157,0.955,111.939,spotify:track:7BoO92STAx3E1ycC4VUmo5
Son Con Cuero,Ray Barretto,Hard Hands,1968-12-31,315186,19,False,6,0.663,0.699,2,-9.142,0,0.0499,0.792,0.35,0.0859,0.931,153.835,spotify:track:10qjc9oXsd2BI7wjw7OV6g
Ahora Si,Ray Barretto,Hard Hands,1968-12-31,340546,13,False,9,0.864,0.518,7,-9.375,1,0.0503,0.646,0.0123,0.272,0.918,122.817,spotify:track:3p7APSGSLIklWIedKOjBeL
Dominoes,Jungle,Volcano,2023-08-11,177520,67,False,4,0.689,0.952,2,-5.249,0,0.114,0.113,0.78,0.298,0.415,107.978,spotify:track:59rkTkputMqoxunf9IRzOc
Don't Play,Jungle,Volcano,2023-08-11,226280,58,False,9,0.673,0.617,10,-5.996,1,0.275,0.193,0.0,0.36,0.702,120.103,spotify:track:5yXf2ZVlBdgIGxbSKb6VFW
Pretty Little Thing,Jungle,Volcano,2023-08-11,181599,55,True,14,0.722,0.417,2,-7.707,1,0.103,0.661,0.0268,0.1,0.28,81.895,spotify:track:5C9anXz5T3PY3A5YkH66cn
Back On 74,Jungle,Volcano,2023-08-11,209482,86,False,6,0.62,0.761,10,-7.282,0,0.175,0.207,0.000147,0.269,0.194,146.003,spotify:track:19kHhX6f6EfLU7rcO3RqjO
Just Cool,Obongjayar,Just Cool,2023-05-11,220243,50,True,1,0.953,0.782,2,-5.454,1,0.119,0.112,3.84e-05,0.076,0.96,115.005,spotify:track:553yNvwJjHlHwDF4fA9ZUP
The Price,YUNGMORPHEUS,The Price,2023-06-29,165853,10,True,1,0.738,0.543,7,-10.835,1,0.226,0.833,0.00153,0.106,0.604,92.472,spotify:track:2T4BUFg7NTmAwBN6cidt3J
Faith Is The Key,EnLIGHTment,Faith Is The Key (Deluxe Edition),2017-02-24,347270,19,False,1,0.721,0.743,9,-5.233,0,0.0273,0.29,1.93e-06,0.0443,0.84,117.666,spotify:track:2p8z38yq40O0EybfLjDR60
Wana,nour,Wana,2023-04-26,219428,49,False,1,0.508,0.426,0,-14.696,0,0.0709,0.568,0.517,0.159,0.337,137.9,spotify:track:6ygaR0OCPjB2YdBbbNKvss
